species	gene_id	gene_symbol	transcript_id	transcript_name	transcript_biotype	is_canonical	exon_rank	exon_id	seqname	start	end	strand	selection_order	selection_reason	gene_start	gene_end	ucsc_chrom	xmin	xmax	y	ymin	chr	track	individual	gene	transcript	transcripts	feature	type	isoforms_with_exon	selected_isoform_count	present_in_all_selected_isoforms	exon_role
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000099673	Cd44-203	protein_coding	0	8	ENSMUSE00000428727	2	102652553	102652631	-	2	RefSeq-backed shorter Cd44 splice isoform (NM_001039151)	102641486	102732010	chr2	102652553	102652631	2	0.9199999999999999	chr2	mouse	mouse	Cd44	Cd44-203	Cd44-203	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000099673	Cd44-203	protein_coding	0	9	ENSMUSE00000494459	2	102641486	102644682	-	2	RefSeq-backed shorter Cd44 splice isoform (NM_001039151)	102641486	102732010	chr2	102641486	102644682	2	0.9199999999999999	chr2	mouse	mouse	Cd44	Cd44-203	Cd44-203	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	1	ENSMUSE00002199113	2	102731613	102732010	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102731613	102732010	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	2	ENSMUSE00001268849	2	102695626	102695791	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102695626	102695791	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	3	ENSMUSE00001292286	2	102691905	102692041	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102691905	102692041	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	4	ENSMUSE00001251397	2	102686244	102686312	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102686244	102686312	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	5	ENSMUSE00000429126	2	102683360	102683581	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102683360	102683581	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	6	ENSMUSE00000429038	2	102662828	102662917	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102662828	102662917	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	3	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	7	ENSMUSE00000429028	2	102661675	102661881	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102661675	102661881	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	3	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	8	ENSMUSE00000429020	2	102658887	102658955	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102658887	102658955	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	9	ENSMUSE00000429014	2	102654606	102654677	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102654606	102654677	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	10	ENSMUSE00000428727	2	102652553	102652631	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102652553	102652631	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111190	Cd44-204	protein_coding	0	11	ENSMUSE00000494459	2	102641486	102644682	-	3	RefSeq-backed intermediate Cd44 splice isoform (NM_001177787)	102641486	102732010	chr2	102641486	102644682	3	1.64	chr2	mouse	mouse	Cd44	Cd44-204	Cd44-204	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	1	ENSMUSE00002199113	2	102731613	102732010	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102731613	102732010	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	2	ENSMUSE00001268849	2	102695626	102695791	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102695626	102695791	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	3	ENSMUSE00001292286	2	102691905	102692041	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102691905	102692041	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	4	ENSMUSE00001251397	2	102686244	102686312	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102686244	102686312	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	5	ENSMUSE00000429126	2	102683360	102683581	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102683360	102683581	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	6	ENSMUSE00000166716	2	102673181	102673294	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102673181	102673294	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	2	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	7	ENSMUSE00000166711	2	102672606	102672722	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102672606	102672722	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	2	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	8	ENSMUSE00000429059	2	102669703	102669822	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102669703	102669822	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	2	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	9	ENSMUSE00000429052	2	102668158	102668283	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102668158	102668283	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	2	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	10	ENSMUSE00000429046	2	102664579	102664680	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102664579	102664680	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	2	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	11	ENSMUSE00000429038	2	102662828	102662917	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102662828	102662917	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	3	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	12	ENSMUSE00000429028	2	102661675	102661881	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102661675	102661881	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	3	4	FALSE	variable
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	13	ENSMUSE00000429020	2	102658887	102658955	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102658887	102658955	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	14	ENSMUSE00000429014	2	102654606	102654677	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102654606	102654677	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	15	ENSMUSE00000428727	2	102652553	102652631	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102652553	102652631	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
mouse	ENSMUSG00000005087	Cd44	ENSMUST00000111198	Cd44-208	protein_coding	0	16	ENSMUSE00000494459	2	102641486	102644682	-	4	RefSeq-backed expanded Cd44 splice isoform (NM_001177785)	102641486	102732010	chr2	102641486	102644682	4	2.3600000000000003	chr2	mouse	mouse	Cd44	Cd44-208	Cd44-208	exon	exon	4	4	TRUE	common
