species	display_name	scientific_name	assembly	ensembl_species	gene_id	gene_symbol	seqname	transcript_id	transcript_name	biotype	is_canonical	transcript_start	transcript_end	strand	exon_count	exon_signature
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969361	CD44-283	protein_coding	0	35138721	35232402	1	10	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969362	CD44-284	protein_coding	0	35138721	35232402	1	13	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00001647548|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969363	CD44-285	protein_coding	0	35138721	35232402	1	13	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003790928|ENSE00000710485|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969364	CD44-286	protein_coding	0	35138721	35232402	1	17	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00002160255|ENSE00003790928|ENSE00000710485|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969365	CD44-287	protein_coding	0	35138721	35232402	1	13	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003469853|ENSE00003790928|ENSE00000710485|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969366	CD44-288	protein_coding	0	35138721	35232402	1	15	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969367	CD44-289	protein_coding	0	35138721	35232402	1	15	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00000710505|ENSE00003678600|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969368	CD44-290	protein_coding	0	35138721	35232402	1	16	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00002151908|ENSE00003692209|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969369	CD44-291	protein_coding	0	35138721	35232402	1	8	ENSE00004802753|ENSE00004366179|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003526469|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969370	CD44-292	protein_coding	0	35138721	35232402	1	11	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003790928|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969371	CD44-293	protein_coding	0	35138721	35232402	1	17	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00004466517|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969372	CD44-294	protein_coding	0	35138721	35232402	1	18	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00000710505|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969373	CD44-295	protein_coding	0	35138721	35232402	1	12	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969374	CD44-296	protein_coding	0	35138721	35232402	1	15	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003692209|ENSE00004366172|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969375	CD44-297	protein_coding	0	35138721	35232402	1	17	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00004466520|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969376	CD44-298	protein_coding	0	35138721	35232402	1	17	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00000710505|ENSE00003678600|ENSE00003692209|ENSE00004366172|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00000969377	CD44-299	protein_coding	0	35138721	35232402	1	14	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00002160255|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001106678	CD44-300	protein_coding	0	35138721	35198549	1	6	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00004737386
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001106679	CD44-301	protein_coding	0	35138721	35180887	1	3	ENSE00004802753|ENSE00003561898|ENSE00004737384
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001113209	CD44-302	protein_coding	0	35138721	35206057	1	9	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00004366172|ENSE00004747477
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001113210	CD44-303	protein_coding	0	35138721	35206043	1	9	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00004747479
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001113211	CD44-304	protein_coding	0	35138721	35206038	1	10	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00004747478
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001113212	CD44-305	protein_coding	0	35138721	35206037	1	7	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003469853|ENSE00004747480
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001125469	CD44-306	protein_coding	0	35138721	35206037	1	10	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00004768693
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001125470	CD44-307	protein_coding	0	35138721	35202537	1	7	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00003678600|ENSE00004768694
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001126756	CD44-308	protein_coding	0	35138721	35143817	1	2	ENSE00004802753|ENSE00004770999
human	Human	Homo sapiens	GRCh38	homo_sapiens	ENSG00000026508	CD44	11	ENST00001143352	CD44-309	protein_coding	0	35138721	35232402	1	18	ENSE00004802753|ENSE00003561898|ENSE00003658180|ENSE00003504402|ENSE00003639932|ENSE00000710505|ENSE00003678600|ENSE00003692209|ENSE00000824450|ENSE00003469853|ENSE00000710490|ENSE00003790928|ENSE00000710485|ENSE00003608645|ENSE00003526469|ENSE00003632343|ENSE00003534676|ENSE00004802752
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000005218	Cd44-201	protein_coding	1	102641486	102732010	-1	19	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000166708|ENSMUSE00000166710|ENSMUSE00000166719|ENSMUSE00000166716|ENSMUSE00000166711|ENSMUSE00000429059|ENSMUSE00000429052|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000060516	Cd44-202	protein_coding	0	102641486	102732010	-1	14	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429059|ENSMUSE00000429052|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000099673	Cd44-203	protein_coding	0	102641486	102732010	-1	9	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000111190	Cd44-204	protein_coding	0	102641486	102732010	-1	11	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000111191	Cd44-205	protein_coding	0	102641486	102732010	-1	12	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000111198	Cd44-208	protein_coding	0	102641486	102732010	-1	16	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000166716|ENSMUSE00000166711|ENSMUSE00000429059|ENSMUSE00000429052|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000111192	Cd44-206	protein_coding	0	102644478	102731691	-1	10	ENSMUSE00000940032|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000687024
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000124624	Cd44-209	retained_intron	0	102682238	102731803	-1	5	ENSMUSE00000933031|ENSMUSE00001269627|ENSMUSE00001285805|ENSMUSE00001307549|ENSMUSE00000738236
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000111194	Cd44-207	protein_coding	0	102641486	102732010	-1	14	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000166711|ENSMUSE00000429059|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000495340	Cd44-210	protein_coding	0	102641486	102732010	-1	10	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429052|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000495341	Cd44-211	protein_coding	0	102641486	102732010	-1	13	ENSMUSE00002199113|ENSMUSE00001268849|ENSMUSE00001292286|ENSMUSE00001251397|ENSMUSE00000429126|ENSMUSE00000429052|ENSMUSE00000429046|ENSMUSE00000429038|ENSMUSE00000429028|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
mouse	Mouse	Mus musculus	GRCm39	mus_musculus	ENSMUSG00000005087	Cd44	2	ENSMUST00000495342	Cd44-212	protein_coding	0	102641486	102732010	-1	5	ENSMUSE00002199113|ENSMUSE00000429020|ENSMUSE00000429014|ENSMUSE00000428727|ENSMUSE00000494459
