species	species_row	display_name	scientific_name	assembly	assembly_accession	source_database	release	matrix_row	matrix_column	cluster_column	cluster_family	cluster	cluster_name	hox_number	hox_slot	hox_slot_label	slot	gene_symbol	gene_id	gene_version	gene_stable_id_version	gene_source	gene_biotype	seqname	gene_start	gene_end	strand	transcript_id	transcript_version	transcript_stable_id_version	transcript_name	transcript_source	transcript_biotype	transcript_start	transcript_end	transcript_span_bp	protein_id	protein_version	protein_stable_id_version	cds_piece_count	cds_length_bp	initiation_codon_center	coding_midpoint	stop_codon_center	genomic_x_start	genomic_x_middle	genomic_x_end	x	initiation_anchor_source	stop_anchor_source	initiation_anchor_fallback	stop_anchor_fallback	any_anchor_fallback	coding_transcript_candidate_count	protein_coding_transcript_count	eligible_safe_protein_coding_transcript_count	curated_transcript_exclusion_applied	unsafe_merged_transcript_exclusion_applied	excluded_transcript_count	excluded_transcript_ids	excluded_protein_ids	excluded_transcript_assessments	excluded_transcript_reason	selected_is_ensembl_canonical	transcript_selection_rule	codon_anchor_rule	midpoint_rule	mapping_method	mapping_note	xref_conflict_flag	xref_conflict_note	source_url	source_file	source_sha256
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	B	B	B	B	B	5	11	Hox5	Hox5	Hoxb5	ENSMUSG00000038700	5	ENSMUSG00000038700.5	ensembl_havana	protein_coding	11	96194162	96196947	+	ENSMUST00000049272	5	ENSMUST00000049272.5	Hoxb5-201	ensembl_havana	protein_coding	96194338	96196946	2609	ENSMUSP00000035423	4	ENSMUSP00000035423.4	2	807	96194441	96195201.5	96195962	96194441	96195201.5	96195962	96195201.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	B	B	B	B	B	4	12	Hox4	Hox4	Hoxb4	ENSMUSG00000038692	9	ENSMUSG00000038692.9	ensembl_havana	protein_coding	11	96209093	96212464	+	ENSMUST00000049241	9	ENSMUST00000049241.9	Hoxb4-201	ensembl_havana	protein_coding	96209093	96212464	3372	ENSMUSP00000048002	8	ENSMUSP00000048002.8	2	750	96209597	96210375	96211153	96209597	96210375	96211153	96210375	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	B	B	B	B	B	3	13	Hox3	Hox3	Hoxb3	ENSMUSG00000048763	13	ENSMUSG00000048763.13	ensembl_havana	protein_coding	11	96214152	96238756	+	ENSMUST00000093944	10	ENSMUST00000093944.10	Hoxb3-202	ensembl_havana	protein_coding	96214152	96238756	24605	ENSMUSP00000091476	4	ENSMUSP00000091476.4	2	1299	96235076	96236150	96237224	96235076	96236150	96237224	96236150	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	5	5	5	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	B	B	B	B	B	2	14	Hox2	Hox2	Hoxb2	ENSMUSG00000075588	7	ENSMUSG00000075588.7	ensembl_havana	protein_coding	11	96241351	96244838	+	ENSMUST00000100523	7	ENSMUST00000100523.7	Hoxb2-201	ensembl_havana	protein_coding	96242457	96244838	2382	ENSMUSP00000098092	5	ENSMUSP00000098092.5	2	1062	96242638	96243546	96244454	96242638	96243546	96244454	96243546	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	B	B	B	B	B	1	15	Hox1	Hox1	Hoxb1	ENSMUSG00000018973	3	ENSMUSG00000018973.3	ensembl_havana	protein_coding	11	96256578	96259082	+	ENSMUST00000019117	3	ENSMUST00000019117.3	Hoxb1-201	ensembl_havana	protein_coding	96256578	96259082	2505	ENSMUSP00000019117	3	ENSMUSP00000019117.3	2	891	96256654	96257309	96257964	96256654	96257309	96257964	96257309	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	13	3	Hox13	Hox13	Hoxc13	ENSMUSG00000001655	7	ENSMUSG00000001655.7	ensembl_havana	protein_coding	15	102829538	102837249	+	ENSMUST00000001700	7	ENSMUST00000001700.7	Hoxc13-201	ensembl_havana	protein_coding	102829538	102837249	7712	ENSMUSP00000001700	7	ENSMUSP00000001700.7	2	984	102829624	102832741.5	102835859	102829624	102832741.5	102835859	102832741.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	12	4	Hox12	Hox12	Hoxc12	ENSMUSG00000050328	4	ENSMUSG00000050328.4	ensembl_havana	protein_coding	15	102845192	102849289	+	ENSMUST00000055562	4	ENSMUST00000055562.4	Hoxc12-201	ensembl_havana	protein_coding	102845192	102849289	4098	ENSMUSP00000051003	3	ENSMUSP00000051003.3	2	840	102845289	102846120	102846951	102845289	102846120	102846951	102846120	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	11	5	Hox11	Hox11	Hoxc11	ENSMUSG00000001656	4	ENSMUSG00000001656.4	ensembl_havana	protein_coding	15	102862862	102866143	+	ENSMUST00000001701	4	ENSMUST00000001701.4	Hoxc11-201	ensembl_havana	protein_coding	102862862	102866143	3282	ENSMUSP00000001701	4	ENSMUSP00000001701.4	2	912	102862962	102864048.5	102865135	102862962	102864048.5	102865135	102864048.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	10	6	Hox10	Hox10	Hoxc10	ENSMUSG00000022484	9	ENSMUSG00000022484.9	ensembl_havana	protein_coding	15	102875134	102880330	+	ENSMUST00000001699	9	ENSMUST00000001699.9	Hoxc10-201	ensembl_havana	protein_coding	102875134	102880330	5197	ENSMUSP00000001699	8	ENSMUSP00000001699.8	2	1026	102875294	102877401.5	102879509	102875294	102877401.5	102879509	102877401.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	9	7	Hox9	Hox9	Hoxc9	ENSMUSG00000036139	8	ENSMUSG00000036139.8	ensembl_havana	protein_coding	15	102884117	102893531	+	ENSMUST00000403677	1	ENSMUST00000403677.1	Hoxc9-203	havana_tagene	protein_coding	102884117	102893531	9415	ENSMUSP00000182040	1	ENSMUSP00000182040.1	2	780	102890086	102891328	102892570	102890086	102891328	102892570	102891328	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	5	5	5	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	8	8	Hox8	Hox8	Hoxc8	ENSMUSG00000001657	9	ENSMUSG00000001657.9	ensembl_havana	protein_coding	15	102898851	102902543	+	ENSMUST00000001703	9	ENSMUST00000001703.9	Hoxc8-201	ensembl_havana	protein_coding	102898851	102902253	3403	ENSMUSP00000001703	7	ENSMUSP00000001703.7	2	726	102899213	102900249.5	102901286	102899213	102900249.5	102901286	102900249.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	6	10	Hox6	Hox6	Hoxc6	ENSMUSG00000001661	7	ENSMUSG00000001661.7	ensembl_havana	protein_coding	15	102906689	102920315	+	ENSMUST00000001711	7	ENSMUST00000001711.7	Hoxc6-201	ensembl_havana	protein_coding	102917917	102920315	2399	ENSMUSP00000001711	5	ENSMUSP00000001711.5	2	705	102918039	102918755.5	102919472	102918039	102918755.5	102919472	102918755.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	5	11	Hox5	Hox5	Hoxc5	ENSMUSG00000022485	4	ENSMUSG00000022485.4	ensembl_havana	protein_coding	15	102875878	102925861	+	ENSMUST00000001709	3	ENSMUST00000001709.3	Hoxc5-201	ensembl_havana	protein_coding	102922247	102925861	3615	ENSMUSP00000001709	3	ENSMUSP00000001709.3	2	666	102922515	102923194	102923873	102922515	102923194	102923873	102923194	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	C	C	C	C	C	4	12	Hox4	Hox4	Hoxc4	ENSMUSG00000075394	5	ENSMUSG00000075394.5	ensembl_havana	protein_coding	15	102927366	102945278	+	ENSMUST00000165375	3	ENSMUST00000165375.3	Hoxc4-202	havana	protein_coding	102927366	102944831	17466	ENSMUSP00000133561	2	ENSMUSP00000133561.2	2	453	102943150	102943429	102943708	102943150	102943429	102943708	102943429	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	13	3	Hox13	Hox13	Hoxd13	ENSMUSG00000001819	5	ENSMUSG00000001819.5	ensembl_havana	protein_coding	2	74498654	74501943	+	ENSMUST00000001872	5	ENSMUST00000001872.5	Hoxd13-201	ensembl_havana	protein_coding	74498654	74501943	3290	ENSMUSP00000001872	5	ENSMUSP00000001872.5	2	1017	74498655	74499567	74500479	74498655	74499567	74500479	74499567	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	12	4	Hox12	Hox12	Hoxd12	ENSMUSG00000001823	6	ENSMUSG00000001823.6	ensembl_havana	protein_coding	2	74505357	74508049	+	ENSMUST00000001878	6	ENSMUST00000001878.6	Hoxd12-201	ensembl_havana	protein_coding	74505357	74508049	2693	ENSMUSP00000001878	5	ENSMUSP00000001878.5	2	804	74505432	74505913.5	74506395	74505432	74505913.5	74506395	74505913.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	11	5	Hox11	Hox11	Hoxd11	ENSMUSG00000042499	14	ENSMUSG00000042499.14	ensembl_havana	protein_coding	2	74509901	74517360	+	ENSMUST00000142312	4	ENSMUST00000142312.4	Hoxd11-202	ensembl_havana	protein_coding	74510975	74514512	3538	ENSMUSP00000122582	2	ENSMUSP00000122582.2	2	1008	74512738	74513609.5	74514481	74512738	74513609.5	74514481	74513609.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	10	6	Hox10	Hox10	Hoxd10	ENSMUSG00000050368	6	ENSMUSG00000050368.6	ensembl_havana	protein_coding	2	74522230	74525449	+	ENSMUST00000061745	6	ENSMUST00000061745.6	Hoxd10-201	ensembl_havana	protein_coding	74522230	74525449	3220	ENSMUSP00000062412	4	ENSMUSP00000062412.4	2	1020	74522325	74523518	74524711	74522325	74523518	74524711	74523518	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	9	7	Hox9	Hox9	Hoxd9	ENSMUSG00000043342	11	ENSMUSG00000043342.11	ensembl_havana	protein_coding	2	74528008	74530552	+	ENSMUST00000059272	11	ENSMUST00000059272.11	Hoxd9-201	ensembl_havana	protein_coding	74528008	74530552	2545	ENSMUSP00000058490	9	ENSMUSP00000058490.9	2	1017	74528401	74529082.5	74529764	74528401	74529082.5	74529764	74529082.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	8	8	Hox8	Hox8	Hoxd8	ENSMUSG00000027102	6	ENSMUSG00000027102.6	ensembl_havana	protein_coding	2	74534959	74538297	+	ENSMUST00000019749	5	ENSMUST00000019749.5	Hoxd8-201	ensembl_havana	protein_coding	74534968	74538297	3330	ENSMUSP00000019749	4	ENSMUSP00000019749.4	2	867	74535893	74536524	74537155	74535893	74536524	74537155	74536524	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	4	12	Hox4	Hox4	Hoxd4	ENSMUSG00000101174	10	ENSMUSG00000101174.10	ensembl_havana	protein_coding	2	74542273	74559523	+	ENSMUST00000047904	5	ENSMUST00000047904.5	Hoxd4-201	ensembl	protein_coding	74552322	74559523	7202	ENSMUSP00000047949	4	ENSMUSP00000047949.4	2	750	74557624	74558277	74558930	74557624	74558277	74558930	74558277	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	3	13	Hox3	Hox3	Hoxd3	ENSMUSG00000079277	11	ENSMUSG00000079277.11	ensembl_havana	protein_coding	2	74542271	74578786	+	ENSMUST00000111983	9	ENSMUST00000111983.9	Hoxd3-203	ensembl_havana	protein_coding	74542271	74578615	36345	ENSMUSP00000107614	3	ENSMUSP00000107614.3	2	1299	74574357	74575889.5	74577422	74574357	74575889.5	74577422	74575889.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	6	6	6	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
